,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,ide,year,weekofyear,month,dayofweek,hour,Stall_no_Market_Category,Stall_no_Loyalty_customer,Stall_no_Product_Category,Stall_no_Grade,Stall_no_Discount_avail,Stall_no_year,Stall_no_month,Market_Category_Stall_no,Market_Category_Loyalty_customer,Market_Category_Product_Category,Market_Category_Grade,Market_Category_Discount_avail,Market_Category_year,Market_Category_month,Loyalty_customer_Stall_no,Loyalty_customer_Market_Category,Loyalty_customer_Product_Category,Loyalty_customer_Grade,Loyalty_customer_Discount_avail,Loyalty_customer_year,Loyalty_customer_month,Product_Category_Stall_no,Product_Category_Market_Category,Product_Category_Loyalty_customer,Product_Category_Grade,Product_Category_Discount_avail,Product_Category_year,Product_Category_month,Grade_Stall_no,Grade_Market_Category,Grade_Loyalty_customer,Grade_Product_Category,Grade_Discount_avail,Grade_year,Grade_month,Discount_avail_Stall_no,Discount_avail_Market_Category,Discount_avail_Loyalty_customer,Discount_avail_Product_Category,Discount_avail_Grade,Discount_avail_year,Discount_avail_month,year_Stall_no,year_Market_Category,year_Loyalty_customer,year_Product_Category,year_Grade,year_Discount_avail,year_month,month_Stall_no,month_Market_Category,month_Loyalty_customer,month_Product_Category,month_Grade,month_Discount_avail,month_year
5759,39,59,0,7,0,85,0,117.0,7.0,2039.0,3042.0,2620.986368,343,1,20,9,6,11,3198,78,397,156,100,114,417,958,105,385,78,96,109,258,39,55,7,0,0,1,8,393,1149,14,28,21,22,86,39,51,0,7,0,1,9,39,59,0,7,0,1,9,83,120,2,17,4,3,14,466,860,17,97,36,24,17
5760,35,246,1,5,0,4,0,230.0,12.0,1760.0,2697.0,2460.923883,205,2,43,4,5,16,2936,71,355,140,90,103,370,3702,427,1407,327,413,437,1011,86,451,15,4,3,5,14,287,915,11,20,15,17,59,35,179,1,5,0,2,4,35,243,1,5,0,2,4,130,467,5,25,8,6,17,234,436,9,45,16,11,10
5761,45,201,1,2,0,89,0,122.0,10.0,2936.0,3932.0,3508.174208,86,1,25,10,2,8,3729,91,452,180,115,132,483,2975,345,1149,270,334,354,809,96,409,12,4,3,4,20,145,419,5,8,6,7,32,45,151,1,2,0,1,10,45,198,1,2,0,1,10,89,223,3,12,4,3,15,523,1070,20,102,40,27,18
5762,15,46,0,0,0,27,0,325.0,13.0,1864.0,2463.0,2485.081725,282,1,20,9,6,9,1231,30,150,60,36,43,164,709,82,293,59,73,85,195,15,42,0,0,0,1,8,15,26,0,0,0,1,9,15,39,0,0,0,1,9,15,46,0,0,0,1,9,59,109,2,10,4,3,14,442,855,17,90,36,24,17
5763,38,141,0,0,2,15,0,266.0,15.0,1724.0,4830.0,3547.565208,51,2,4,5,2,13,3138,76,380,154,98,112,403,1766,234,732,188,221,226,477,38,111,0,2,0,2,5,38,73,0,2,0,2,5,139,299,4,20,6,8,27,38,138,0,0,2,2,5,133,398,4,20,10,6,18,287,537,10,50,22,14,12
5764,45,120,0,8,2,52,0,271.0,9.0,1066.0,3926.6409389275696,2957.3808480000002,279,1,25,10,5,9,3702,90,458,182,115,132,483,1608,211,675,172,200,202,431,45,94,8,2,0,1,9,449,1324,16,34,23,25,98,146,290,4,28,6,7,32,45,117,0,8,2,1,10,89,156,2,18,6,3,15,523,1025,19,108,42,27,18
5765,4,150,1,2,0,57,0,158.0,16.0,2085.0,5373.0,3868.0549920000003,168,2,4,5,0,14,371,9,42,16,9,13,47,1958,258,816,202,246,254,544,55,362,12,4,3,5,15,104,387,5,8,6,8,27,4,118,1,2,0,2,5,4,147,1,2,0,2,5,99,406,5,22,8,6,18,253,544,11,52,20,14,12
5766,7,201,0,5,0,56,0,246.0,5.0,6732.0,8863.0,7995.896640000001,261,1,34,2,3,19,632,14,75,28,17,21,76,2937,344,1152,270,334,354,801,7,165,5,0,0,1,2,259,891,10,20,15,16,57,7,151,0,5,0,1,2,7,198,0,5,0,1,2,51,223,2,15,4,3,7,55,141,2,15,4,3,3
5767,48,80,1,2,0,14,0,123.0,9.0,3523.0,4779.0,4277.312226,205,1,33,2,5,9,3926,97,482,192,124,140,506,1151,137,465,104,125,137,307,99,298,12,4,3,4,12,148,355,5,8,6,7,24,48,66,1,2,0,1,2,48,79,1,2,0,1,2,92,135,3,12,4,3,7,96,81,3,12,4,3,3
5768,29,202,0,8,0,21,0,248.0,4.0,3662.0,5187.0,4662.584325,205,1,25,10,3,8,2441,58,298,116,73,84,314,2993,346,1165,272,337,357,816,29,166,8,0,0,1,9,433,1372,16,32,23,25,98,29,152,0,8,0,1,10,29,199,0,8,0,1,10,73,224,2,18,4,3,15,507,1071,19,108,40,27,18
5769,5,127,0,0,0,57,0,276.0,15.0,5056.0,7565.0,6553.755792,164,2,45,5,6,14,435,10,50,20,12,16,57,1635,221,693,178,209,211,445,5,100,0,0,0,2,5,5,67,0,0,0,2,5,5,101,0,0,0,2,5,5,124,0,0,0,2,5,100,387,4,20,8,6,18,254,525,10,50,20,14,12
5770,8,51,0,3,0,7,0,381.0,14.0,2045.0,2843.0,2828.137158,86,1,25,10,5,9,667,16,83,32,19,24,94,819,91,331,68,82,93,221,8,47,3,0,0,1,9,158,504,6,12,9,10,43,8,44,0,3,0,1,10,8,51,0,3,0,1,10,52,114,2,13,4,3,15,486,1004,19,103,40,27,18
5771,23,120,0,8,1,79,0,200.0,1.0,2756.0,4725.0,3901.4613,86,1,25,10,2,7,1910,46,238,93,58,66,251,1586,211,675,171,200,202,431,23,94,8,1,0,1,9,427,1324,16,33,23,25,98,74,221,2,18,3,4,21,23,117,0,8,1,1,10,67,156,2,18,5,3,15,501,1025,19,108,41,27,18
5772,27,268,0,4,2,86,1,206.0,13.0,2069.0,4127.0,489.0591552,262,2,41,0,6,19,2303,54,274,110,70,79,283,3941,463,1517,354,448,470,1071,27,222,4,2,1,2,0,228,769,8,18,13,14,44,128,342,4,24,7,8,22,78,428,2,14,6,5,11,122,479,4,24,10,7,16,176,344,6,34,14,10,7
5773,0,195,0,6,0,67,1,144.0,7.0,1396.0,3601.0,392.671125,279,1,25,10,5,7,63,0,6,0,1,0,9,2747,332,1098,261,323,341,763,0,159,6,0,1,1,9,303,1057,12,24,19,19,76,0,145,0,6,1,1,10,51,386,2,16,4,4,21,44,217,2,16,4,4,15,478,1064,19,106,40,28,18
5774,38,149,1,5,0,44,0,335.0,8.0,1916.0,3079.0,2816.3592,86,1,25,10,3,5,3141,77,385,152,98,111,408,2330,300,957,235,288,299,652,89,361,15,4,3,4,20,290,852,11,20,15,16,65,38,117,1,5,0,1,10,38,146,1,5,0,1,10,82,174,3,15,4,3,15,516,1039,20,105,40,27,18
5775,31,127,1,6,0,77,0,126.0,7.0,7200.0,10223.0,8755.164,368,2,3,5,5,0,2573,63,316,124,78,91,331,1661,222,699,178,209,211,445,82,342,16,4,3,5,15,334,1011,13,24,18,20,71,31,101,1,6,0,2,5,31,124,1,6,0,2,5,126,387,5,26,8,6,18,280,525,11,56,20,14,12
5776,29,178,1,2,0,75,0,118.0,15.0,2853.0,3886.0,3457.6245,54,2,37,4,4,21,2427,59,292,116,73,85,308,2364,302,964,236,291,303,655,80,386,12,4,3,5,14,129,398,5,8,6,8,26,29,132,1,2,0,2,4,29,175,1,2,0,2,4,124,424,5,22,8,6,17,228,406,9,42,16,11,10
5777,45,205,1,6,0,56,0,144.0,9.0,3893.0,8419.0,6265.184544,268,2,43,4,5,16,3731,91,456,180,115,133,477,3057,353,1189,275,342,365,834,96,413,16,4,3,5,14,348,1067,13,24,18,20,70,45,155,1,6,0,2,4,45,202,1,6,0,2,4,140,443,5,26,8,6,17,244,423,9,46,16,11,10
5778,39,127,0,3,0,98,0,387.0,15.0,5139.0,7109.0,6426.299264,371,2,45,5,6,1,3213,78,393,156,100,115,414,1669,221,696,178,209,211,445,39,100,3,0,0,2,5,189,537,6,12,9,11,38,39,101,0,3,0,2,5,39,124,0,3,0,2,5,134,387,4,23,8,6,18,288,525,10,53,20,14,12
5779,39,245,1,0,2,30,0,276.0,7.0,1108.0,3968.6409389275696,2051.608125,44,1,20,9,2,16,3256,79,390,158,100,114,417,3674,425,1392,326,411,433,1006,90,450,10,6,3,4,19,39,140,1,2,0,1,9,140,336,5,20,6,7,31,39,242,1,0,2,1,9,83,264,3,10,6,3,14,466,947,18,90,38,24,17
5780,11,124,1,2,2,91,0,156.0,11.0,2602.0,5060.0,3933.736576,345,2,4,5,1,11,921,23,112,46,26,33,119,1536,207,652,167,194,198,413,62,339,12,6,3,5,15,111,374,5,10,6,8,27,112,294,5,22,6,8,27,11,121,1,2,2,2,5,106,385,5,22,10,6,18,260,523,11,52,22,14,12
5781,9,9,0,5,0,85,1,325.0,14.0,2344.0,3859.0,507.21538560000005,205,2,0,0,1,17,735,18,95,36,22,28,95,195,14,71,11,14,18,45,9,9,5,0,1,2,0,261,783,10,20,16,17,55,9,8,0,5,1,2,0,60,280,2,15,4,5,11,104,302,4,25,8,7,16,158,249,6,35,12,10,7
5782,3,164,0,5,3,91,0,242.0,6.0,7554.0,16516.0,12107.327232,279,1,34,2,1,18,293,6,35,15,7,9,33,2094,275,870,215,263,273,590,3,132,5,3,0,1,2,255,863,10,23,15,16,57,154,352,6,35,9,10,35,3,161,0,5,3,1,2,47,188,2,15,7,3,7,51,115,2,15,7,3,3
5783,23,149,1,8,0,57,0,205.0,1.0,2065.0,3504.0,2970.645408,205,1,25,10,4,8,1918,47,238,92,58,66,251,2315,300,960,235,288,299,652,74,361,18,4,3,4,20,427,1337,17,32,23,25,98,23,117,1,8,0,1,10,23,146,1,8,0,1,10,67,174,3,18,4,3,15,501,1039,20,108,40,27,18
5784,41,10,0,1,3,25,0,223.0,15.0,420.0,877.0,870.288825,201,1,25,10,1,8,3355,82,411,167,106,120,440,447,37,161,25,33,40,113,41,10,1,3,0,1,9,91,167,2,7,3,4,21,192,346,6,31,9,10,43,41,10,0,1,3,1,10,85,78,2,11,7,3,15,519,978,19,101,43,27,18
5785,20,239,0,3,2,29,0,398.0,12.0,5318.0,8010.0,7052.325,339,2,4,5,1,16,1706,40,203,82,50,58,214,3583,414,1369,318,402,425,984,20,199,3,2,0,2,5,170,601,6,14,9,11,38,121,333,4,23,6,8,27,20,236,0,3,2,2,5,115,463,4,23,10,6,18,269,595,10,53,22,14,12
5786,19,268,1,9,2,62,0,624.0,16.0,1760.0,4321.0,3632.6664,205,1,36,3,6,12,1627,39,199,78,48,54,201,3935,464,1522,354,447,469,1074,70,470,19,6,3,4,13,474,1562,19,38,26,28,102,120,342,5,29,6,7,25,19,265,1,9,2,1,3,63,286,3,19,6,3,8,118,242,5,29,10,6,5
5787,32,231,0,3,0,62,0,399.0,12.0,4915.0,6514.0,6059.1564,144,1,20,9,0,12,2686,64,323,128,81,93,344,3414,400,1316,307,388,413,948,32,191,3,0,0,1,8,182,595,6,12,9,10,42,32,170,0,3,0,1,9,32,228,0,3,0,1,9,76,251,2,13,4,3,14,459,937,17,93,36,24,17
5788,48,141,0,4,2,15,0,281.0,15.0,1640.0,3261.0,2734.906482,367,2,4,5,0,15,3937,96,484,194,124,141,509,1776,234,736,188,221,226,477,48,111,4,2,0,2,5,249,691,8,18,12,14,49,149,299,4,24,6,8,27,48,138,0,4,2,2,5,143,398,4,24,10,6,18,297,537,10,54,22,14,12
5789,9,127,1,6,0,31,1,108.0,8.0,4045.0,5386.0,722.28027375,53,2,0,0,2,19,759,19,96,36,22,28,95,1639,222,699,178,210,211,440,60,342,16,4,4,5,10,312,1011,13,24,19,20,66,9,101,1,6,1,2,0,60,345,3,16,4,5,11,104,387,5,26,8,7,16,158,290,7,36,12,10,7
5790,1,231,1,1,1,76,0,221.0,17.0,3235.0,4286.0,3948.0111,184,1,9,7,4,8,159,3,11,5,2,3,17,3383,401,1314,308,388,413,947,52,436,11,5,3,4,17,51,282,3,5,3,4,18,52,245,3,11,3,4,18,1,228,1,1,1,1,7,45,251,3,11,5,3,12,332,762,15,71,29,19,14
5791,33,210,0,4,3,83,0,273.0,15.0,291.0,420.0,619.971968,282,1,25,10,1,5,2763,66,334,135,84,96,355,3117,362,1219,282,350,377,859,33,173,4,3,0,1,9,234,736,8,19,12,13,54,184,358,6,34,9,10,43,33,207,0,4,3,1,10,77,232,2,14,7,3,15,511,1076,19,104,43,27,18
5792,20,200,1,3,0,45,0,369.0,14.0,3501.0,4812.0,4502.319552,205,2,37,4,3,18,1693,41,203,80,50,58,213,2902,343,1140,269,332,352,795,71,408,13,4,3,5,14,170,579,7,12,9,11,37,20,150,1,3,0,2,4,20,197,1,3,0,2,4,115,439,5,23,8,6,17,219,419,9,43,16,11,10
5793,41,59,1,6,0,47,0,104.0,6.0,2614.0,4378.0,3579.04656,339,1,9,7,2,8,3369,83,416,164,106,120,437,959,106,384,78,96,109,256,92,281,16,4,3,4,17,344,976,13,24,18,19,73,41,51,1,6,0,1,7,41,59,1,6,0,1,7,85,120,3,16,4,3,12,372,672,15,76,28,19,14
5794,17,14,1,1,0,36,0,269.0,14.0,1434.0,4302.0,3133.16745,201,1,25,10,1,9,1389,35,171,68,42,49,186,279,25,107,18,21,26,76,68,241,11,4,3,4,20,67,171,3,4,3,4,21,17,12,1,1,0,1,10,17,14,1,1,0,1,10,61,82,3,11,4,3,15,495,982,20,101,40,27,18
5795,36,185,1,0,2,95,0,299.0,13.0,1454.0,4314.64093892757,2084.406016,201,1,25,10,1,9,2991,73,360,146,93,105,386,2482,314,1008,247,303,317,692,87,393,10,6,3,4,20,36,99,1,2,0,1,10,137,315,5,20,6,7,32,36,182,1,0,2,1,10,80,207,3,10,6,3,15,514,1056,20,100,42,27,18
5796,49,228,1,2,0,51,0,106.0,10.254457730228655,2807.0,3815.0,3398.4200159999996,205,1,25,10,3,5,4053,99,492,196,126,142,525,3330,395,1292,304,381,408,929,100,433,12,4,3,4,20,149,436,5,8,6,7,32,49,167,1,2,0,1,10,49,225,1,2,0,1,10,93,248,3,12,4,3,15,527,1081,20,102,40,27,18
5797,44,164,1,2,3,41,0,149.0,17.0,8554.0,12399.0,10575.192815999999,3,2,2,5,4,9,3640,89,442,179,112,130,467,2135,276,867,215,263,274,593,95,374,12,7,3,5,15,144,391,5,11,6,8,27,195,352,7,32,9,11,38,44,161,1,2,3,2,5,139,413,5,22,11,6,18,293,550,11,52,23,14,12
5798,12,40,0,0,0,23,0,271.0,5.0,3091.0,3938.0,3777.79185,201,1,25,10,1,8,988,24,120,48,29,35,135,748,85,304,61,77,87,208,12,38,0,0,0,1,9,12,23,0,0,0,1,10,12,34,0,0,0,1,10,12,40,0,0,0,1,10,56,105,2,10,4,3,15,490,996,19,100,40,27,18
5799,30,6,0,1,0,85,0,293.0,16.0,1751.0,5778.0,4005.005312,158,1,12,7,4,16,2467,60,301,120,76,87,322,149,8,40,7,8,11,32,30,6,1,0,0,1,7,80,163,2,4,3,4,18,30,5,0,1,0,1,7,30,6,0,1,0,1,7,74,74,2,11,4,3,12,361,658,14,71,28,19,14
5800,1,90,0,6,2,55,0,110.0,7.0,2257.0,2917.0,2681.537616,282,1,25,10,1,6,119,2,16,6,2,3,20,1197,151,505,118,142,151,335,1,73,6,2,0,1,9,304,989,12,26,18,19,76,102,278,4,26,6,7,32,1,89,0,6,2,1,10,45,143,2,16,6,3,15,479,1020,19,106,42,27,18
5801,30,163,0,8,1,55,0,214.0,5.0,3772.0,6185.0,5161.742064,300,0,32,2,1,4,2505,60,308,121,76,86,317,2079,273,863,213,261,269,581,30,131,8,1,0,0,2,434,1345,16,33,23,24,90,81,229,2,18,3,3,13,30,160,0,8,1,0,2,26,35,0,8,1,0,1,78,114,2,18,5,3,2
5802,41,164,0,2,3,97,0,107.0,7.0,1943.0,4611.0,3337.527424,205,1,25,10,4,8,3395,82,412,167,106,120,440,2132,275,867,215,263,273,598,41,132,2,3,0,1,9,141,391,4,11,6,7,32,192,352,6,32,9,10,43,41,161,0,2,3,1,10,85,188,2,12,7,3,15,519,1047,19,102,43,27,18
5803,20,164,1,0,3,100,0,349.0,7.0,4309.0,13277.0,8942.3264,345,1,9,7,5,8,1677,41,200,83,50,57,216,2111,276,865,215,263,273,595,71,374,10,7,3,4,17,20,87,1,3,0,1,7,171,352,7,30,9,10,40,20,161,1,0,3,1,7,64,188,3,10,7,3,12,351,709,15,70,31,19,14
5804,38,40,0,2,0,53,0,145.0,5.0,5845.0,7322.0,6688.706544,205,1,34,2,3,18,3115,76,382,152,98,111,400,774,85,306,61,77,87,201,38,38,2,0,0,1,2,138,334,4,8,6,7,24,38,34,0,2,0,1,2,38,40,0,2,0,1,2,82,105,2,12,4,3,7,86,71,2,12,4,3,3
5805,19,40,1,1,0,68,0,271.0,13.0,4571.0,5786.0,5401.6677,339,2,4,5,1,16,1565,39,191,76,48,55,203,755,86,305,61,77,88,204,70,265,11,4,3,5,15,69,184,3,4,3,5,16,19,34,1,1,0,2,5,19,40,1,1,0,2,5,114,327,5,21,8,6,18,268,471,11,51,20,14,12
5806,13,40,1,0,0,64,0,269.0,16.0,5076.0,7122.0,6313.9824,205,1,34,2,1,19,1076,27,130,52,32,37,138,749,86,304,61,77,87,201,64,265,10,4,3,4,12,13,23,1,0,0,1,2,13,34,1,0,0,1,2,13,40,1,0,0,1,2,57,105,3,10,4,3,7,61,71,3,10,4,3,3
5807,44,149,0,8,0,50,0,254.0,2.0,1535.0,3493.0,2750.7816,261,1,36,3,4,19,3636,88,448,176,112,129,465,2336,299,960,235,288,299,646,44,119,8,0,0,1,3,448,1337,16,32,23,25,91,44,117,0,8,0,1,3,44,146,0,8,0,1,3,88,174,2,18,4,3,8,143,211,4,28,8,6,5
5808,13,120,1,8,2,91,0,253.0,5.0,6304.0,9164.640938927569,9465.377152,367,1,9,7,1,5,1095,27,138,54,32,37,142,1576,212,675,172,200,202,428,64,335,18,6,3,4,17,417,1324,17,34,23,25,95,114,290,5,28,6,7,29,13,117,1,8,2,1,7,57,156,3,18,6,3,12,344,685,15,78,30,19,14
5809,3,238,0,0,2,75,1,328.0,14.0,971.0,2259.0,288.87111,201,1,25,10,1,8,320,6,30,14,8,9,41,3559,412,1362,316,401,423,979,3,198,0,2,1,1,9,3,136,0,2,1,1,10,104,332,4,20,7,7,32,54,413,2,10,6,4,21,47,258,2,10,6,4,15,481,1088,19,100,42,28,18
5810,17,212,0,5,3,34,0,288.0,11.0,594.0,1577.0,1371.253275,219,2,0,0,2,19,1454,34,175,71,42,50,177,3132,366,1230,284,354,383,863,17,175,5,3,0,2,0,269,899,10,23,15,17,55,168,359,6,35,9,11,33,17,209,0,5,3,2,0,112,447,4,25,11,6,16,166,323,6,35,15,9,7
5811,2,115,1,0,0,17,0,349.0,17.0,4393.0,8003.0,6556.8842460000005,367,2,4,5,0,15,197,5,20,8,5,7,26,1466,192,604,150,180,186,398,53,330,10,4,3,5,15,2,58,1,0,0,2,5,2,92,1,0,0,2,5,2,112,1,0,0,2,5,97,377,5,20,8,6,18,251,515,11,50,20,14,12
5812,36,201,0,1,0,90,0,259.0,15.0,6285.0,8473.0,7538.923392000001,44,1,20,9,2,17,3000,72,361,144,93,105,385,2966,344,1148,270,334,354,808,36,165,1,0,0,1,8,86,268,2,4,3,4,20,36,151,0,1,0,1,9,36,198,0,1,0,1,9,80,223,2,11,4,3,14,463,918,17,91,36,24,17
5813,0,195,1,4,0,44,0,217.0,14.0,3097.0,3970.0,3731.41512,86,1,25,10,2,7,63,1,4,0,0,0,9,2747,333,1096,261,322,341,763,51,403,14,4,3,4,20,201,725,9,16,12,13,54,0,145,1,4,0,1,10,0,192,1,4,0,1,10,44,217,3,14,4,3,15,478,1064,20,104,40,27,18
5814,28,6,1,6,0,99,0,112.0,9.0,992.0,5909.0,3514.265216,205,1,34,2,5,19,2311,57,286,112,71,81,296,147,9,45,7,8,11,29,79,233,16,4,3,4,12,331,941,13,24,18,19,68,28,5,1,6,0,1,2,28,6,1,6,0,1,2,72,74,3,16,4,3,7,76,59,3,16,4,3,3
5815,49,230,0,1,0,48,0,249.0,17.0,2988.0,6569.0,5003.392032,274,2,44,4,5,1,4054,98,491,196,126,143,519,3381,398,1304,306,386,412,936,49,190,1,0,0,2,4,99,281,2,4,3,5,15,49,169,0,1,0,2,4,49,227,0,1,0,2,4,144,457,4,21,8,6,17,248,429,8,41,16,11,10
5816,45,246,0,1,0,93,1,283.0,14.0,566.0,960.0,154.79882880000002,261,2,0,0,2,22,3743,90,451,180,116,133,473,3709,426,1403,327,414,437,1008,45,204,1,0,1,2,0,95,290,2,4,4,5,11,45,179,0,1,1,2,0,96,417,2,11,4,5,11,140,467,4,21,8,7,16,194,341,6,31,12,10,7
5817,1,0,1,6,0,16,1,122.0,9.0,3124.0,8569.0,895.9743936000001,2,2,3,5,0,17,88,3,16,4,3,4,15,0,1,6,0,1,2,4,52,227,16,4,4,5,15,304,935,13,24,19,20,71,1,0,1,6,1,2,5,52,272,3,16,4,5,16,96,293,5,26,8,7,18,250,443,11,56,20,15,12
5818,19,5,0,5,0,16,0,328.0,11.0,6281.0,9126.0,8039.166003,100,1,9,7,2,6,1552,38,195,76,48,54,205,99,6,34,4,6,8,24,19,5,5,0,0,1,7,271,779,10,20,15,16,62,19,4,0,5,0,1,7,19,5,0,5,0,1,7,63,73,2,15,4,3,12,350,657,14,75,28,19,14
5819,18,265,1,0,0,73,0,300.0,17.0,1186.0,2061.0,1906.9974,86,1,25,10,3,6,1546,37,180,72,45,52,197,3890,459,1499,349,442,465,1068,69,468,10,4,3,4,20,18,152,1,0,0,1,10,18,193,1,0,0,1,10,18,262,1,0,0,1,10,62,283,3,10,4,3,15,496,1101,20,100,40,27,18
5820,41,164,1,1,3,88,0,256.0,12.0,4508.0,14122.0,9444.196608,276,1,9,7,2,6,3395,83,411,167,106,120,437,2132,276,866,215,263,273,595,92,374,11,7,3,4,17,91,240,3,7,3,4,18,192,352,7,31,9,10,40,41,161,1,1,3,1,7,85,188,3,11,7,3,12,372,709,15,71,31,19,14
5821,17,191,1,1,0,29,0,221.0,13.0,4099.0,6314.0,5420.684325,205,2,37,4,5,1,1443,35,171,68,42,50,181,2615,325,1053,255,313,331,722,68,399,11,4,3,5,14,67,259,3,4,3,5,15,17,142,1,1,0,2,4,17,188,1,1,0,2,4,112,432,5,21,8,6,17,216,413,9,41,16,11,10
5822,32,210,1,5,3,89,0,263.0,9.0,948.0,1468.0,1450.8919039999998,44,1,20,9,1,14,2680,65,325,131,81,93,344,3116,363,1220,282,350,377,858,83,418,15,7,3,4,19,284,898,11,23,15,16,64,183,358,7,35,9,10,42,32,207,1,5,3,1,9,76,232,3,15,7,3,14,459,925,18,95,39,24,17
5823,45,200,0,5,0,57,1,307.0,11.0,5268.0,7917.0,1029.38202,205,1,34,2,2,20,3728,90,455,180,116,132,475,2925,342,1142,269,333,351,793,45,164,5,0,1,1,2,297,890,10,20,16,16,57,45,150,0,5,1,1,2,96,391,2,15,4,4,13,89,222,2,15,4,4,7,93,140,2,15,4,4,3
5824,8,218,1,4,0,83,0,200.0,10.254457730228655,3549.0,5228.0,4528.9108479999995,279,1,25,10,4,5,713,17,84,32,19,24,94,3170,377,1252,290,362,391,894,59,425,14,4,3,4,20,209,738,9,16,12,13,54,8,163,1,4,0,1,10,8,215,1,4,0,1,10,52,240,3,14,4,3,15,486,1079,20,104,40,27,18
5825,47,186,0,1,0,73,0,205.0,14.0,1795.0,4655.64093892757,3039.3099,283,0,33,2,1,11,3877,94,471,188,121,136,496,2502,315,1017,248,304,319,694,47,150,1,0,0,0,2,97,255,2,4,3,3,13,47,138,0,1,0,0,2,47,183,0,1,0,0,2,42,45,0,1,0,0,1,95,129,2,11,4,3,2
5826,24,245,0,9,2,30,0,530.0,7.0,1201.0,3423.0,2836.51095,44,1,20,9,2,11,2041,48,249,98,61,69,260,3659,424,1401,326,411,433,1006,24,203,9,2,0,1,8,479,1552,18,38,26,28,108,125,336,4,29,6,7,31,24,242,0,9,2,1,9,68,264,2,19,6,3,14,451,947,17,99,38,24,17
5827,16,228,0,1,0,82,0,264.9705573080967,14.0,3559.0,4771.0,4335.486848,339,1,9,7,2,7,1366,32,161,64,39,46,173,3297,394,1291,304,381,408,927,16,188,1,0,0,1,7,66,279,2,4,3,4,18,16,167,0,1,0,1,7,16,225,0,1,0,1,7,60,248,2,11,4,3,12,347,759,14,71,28,19,14
5828,42,102,0,5,0,3,0,206.0,9.0,761.0,1611.0,1392.930693,44,1,20,9,3,10,3460,84,425,168,108,123,449,1429,184,587,145,174,180,387,42,82,5,0,0,1,8,294,831,10,20,15,16,64,42,83,0,5,0,1,9,42,100,0,5,0,1,9,86,151,2,15,4,3,14,469,866,17,95,36,24,17
5829,6,0,1,3,0,96,1,378.0,17.0,2515.0,4049.0,541.9193472000001,368,1,7,6,6,5,490,13,63,24,15,18,69,5,1,3,0,1,1,5,57,227,13,4,4,4,16,156,465,7,12,10,10,39,6,0,1,3,1,1,6,57,272,3,13,4,4,17,50,68,3,13,4,4,11,302,614,13,63,24,17,13
5830,42,149,1,8,0,24,1,266.0,6.0,3634.0,5537.0,726.31715625,257,2,4,5,2,11,3471,85,428,168,109,124,446,2334,300,960,235,289,300,648,93,361,18,4,4,5,15,446,1337,17,32,24,26,93,42,117,1,8,1,2,5,93,356,3,18,4,5,16,137,405,5,28,8,7,18,291,543,11,58,20,15,12
5831,36,274,0,2,0,60,0,153.0,14.0,1336.0,2732.0,2140.578375,44,1,20,9,3,17,3023,72,362,144,93,105,385,4060,473,1556,362,457,480,1101,36,226,2,0,0,1,8,136,464,4,8,6,7,31,36,200,0,2,0,1,9,36,271,0,2,0,1,9,80,292,2,12,4,3,14,463,969,17,92,36,24,17
5832,33,230,0,2,0,67,0,160.0,13.0,2408.0,5900.0,4276.206,219,2,37,4,5,21,2767,66,332,132,84,97,349,3366,398,1305,306,386,412,936,33,190,2,0,0,2,4,133,437,4,8,6,8,26,33,169,0,2,0,2,4,33,227,0,2,0,2,4,128,457,4,22,8,6,17,232,429,8,42,16,11,10
5833,8,195,1,9,0,54,0,513.0,16.0,5779.0,8608.0,7668.6147359999995,44,1,20,9,2,14,707,17,89,32,19,24,93,2755,333,1101,261,322,341,762,59,403,19,4,3,4,19,463,1527,19,36,26,28,108,8,145,1,9,0,1,9,8,192,1,9,0,1,9,52,217,3,19,4,3,14,435,913,18,99,36,24,17
5834,22,14,0,7,0,80,0,129.0,8.0,1427.0,3163.0,2371.2586,44,1,20,9,3,13,1797,44,227,88,55,63,239,284,24,113,18,21,26,75,22,14,7,0,0,1,8,376,1119,14,28,21,22,86,22,12,0,7,0,1,9,22,14,0,7,0,1,9,66,82,2,17,4,3,14,449,833,17,97,36,24,17
5835,7,78,1,1,2,56,0,201.0,10.254457730228655,2931.0,5791.64093892757,3763.4885280000003,368,1,33,2,1,6,598,15,71,30,17,21,76,1071,134,453,102,121,134,299,58,297,11,6,3,4,12,57,200,3,6,3,4,13,108,275,5,21,6,7,24,7,77,1,1,2,1,2,51,133,3,11,6,3,7,55,80,3,11,6,3,3
5836,15,268,1,0,2,14,0,324.0,12.0,3934.0,5856.0,5224.347513000001,20,2,44,4,1,16,1293,31,150,62,36,44,159,3931,464,1513,354,447,470,1075,66,470,10,6,3,5,14,15,153,1,2,0,2,4,116,342,5,20,6,8,26,15,265,1,0,2,2,4,110,479,5,20,10,6,17,214,441,9,40,18,11,10
5837,1,164,0,4,3,88,0,249.0,17.0,3501.176017551235,6362.171203971625,9390.5504,86,1,25,10,5,6,138,2,14,7,2,3,20,2092,275,869,215,263,273,598,1,132,4,3,0,1,9,202,706,8,19,12,13,54,152,352,6,34,9,10,43,1,161,0,4,3,1,10,45,188,2,14,7,3,15,479,1047,19,104,43,27,18
